"","Source","Date","Title","Authors","Text","Keywords"
"384","foxnews","2016-02-21 00:00:00","4 Missouri fire deaths investigated as possible homicides","[]","The deaths of four people in a northwest Missouri fire are being investigated as possible homicides, but there are no suspects, authorities said Saturday.

The fire at a rural home south of Edgerton in Platte County was reported just before midnight Friday. Sheriff's Capt. Erik Holland said the house was fully engulfed in flames when firefighters arrived.

""Based on some of the preliminary investigation by the sheriff's office and the state fire marshal, we have determined that there are suspicious situations around the burning of the building and the deaths of the four individuals,"" Holland said Saturday. ""We're going to treat this investigation as a homicide at this point in time.""

Investigators including the state fire marshal and medical examiner were at the scene Saturday.

Two adult females, a third adult and an infant died in the fire. Holland said investigators haven't been able to determine whether two of the victims were male or female because of the extent of their injuries.

Authorities were going through what's left of the single-story, ranch-style home to determine if other victims were inside.

Sheriff Mark Owen said there was no time frame for releasing the victims' identities. He said there were no suspects yet.

""Our officers know the people that live here, and, of course, any time you have tragedy with a loss of life, let alone three and an infant, it's a rough day,"" Owen said.

Brenda Wilder, who works at Harner's Cafe in Edgerton, said she knows the family who lived in the house.

""It's devastating. When something like this happens, the whole town is crushed,"" she said.","[]"
"385","foxnews","2016-02-18 00:00:00","Gas prices jump more than sixtyfold in Venezuela, president devaluates currency","[]","A driver sits in his car as he fuels up at a gas station in Caracas, Venezuela, Wednesday, Feb. 17, 2016.

In an attempt to shield Venezuela's economy from further collapse and fend off mounting calls for his ouster, President Nicolas Maduro addressed the nation Wednesday night to announce a monumental gasoline price hike.

In this South American country, where gasoline has long been so heavily subsidized that it is virtually free, gasoline prices are a touchy issue in Venezuela  memories are still vivid from 1989 riots in Caracas that erupted after the proposal of a series of austerity measures including a hike in gas prices.

Maduro said gas prices will jump more than sixtyfold, yet drivers will still be able to fill their tanks for pennies.

He said the increased gasoline revenue will finance the government's social programs.

""We must charge for gas,"" he said. ""I ask that the people welcome and support this new system.""

The price of premium gasoline will rise from 0.1 bolivar a liter to 6 bolivars per liter, and regular gasoline will jump from 0.07 bolivar to 1 bolivar per liter. In contrast, a beer costs around 300 bolivars while a basket of strawberries goes for 800 bolivars. Calculated at the widely used black market currency exchange rate, the price per gallon will be a few U.S. cents.

Maduro also announced that the strongest of the country's official exchange rates, used for essential goods like food and medicine, would be changing from 6.30 bolivars to the U.S. dollar to 10 bolivars to the dollar. Meanwhile, the bolivar is worth about 1,000 to the dollar on the black market.

The economic measures come as Maduro fights for his political survival.

Oil accounts 95 percent of Venezuela's export earnings, and plummeting world prices have helped push its state-led economy into a deep recession, with chronic shortages, empty store shelves and soaring inflation.

Opposition leaders took control of Congress in January for the first time in more than a decade and have been on a collision course with the socialist president ever since.

Lawmakers are weighing several options for removing Maduro from office, including shortening his term, and calling a constitutional referendum. But many fear the Supreme Court, which has not ruled against the executive branch since the late President Hugo Chavez took office in 1999, would simply overturn these efforts.

Opposition leaders quickly dismissed Wednesday's measures as insufficient to right the flagging economy.

Earlier in the day, the opposition's top vote-getter, two-time opposition presidential candidate Henrique Capriles, called for a presidential recall referendum.

Maduro's approval ratings have languished in the 20 percent range for most of his term, but a recall battle would be complicated. To force a recall referendum, the opposition would need to gather nearly 4 million signatures. And if a referendum was held, the president would be removed only if the number of anti-Maduro votes exceeded the number of votes he got in the 2013 election.

A voter referendum might be a longer and more risky path than some of the other recall options, but Capriles said it was one the government would be forced to recognize.

""Now is the time,"" he said. ""They will not be able to overturn a referendum.""

Based on reporting by the Associated Press.

Like us on Facebook

Follow us on Twitter & Instagram","[]"
"386","foxnews","2016-02-21 00:00:00","English only fight erupts at a Las Vegas caucus site when Dolores Huerta offers to translate","[]","BEVERLY HILLS, CA - DECEMBER 12: Labor leader Dolores Huerta attends the 2015 Annual Spirit Of Liberty Awards Dinner at the Beverly Wilshire Four Seasons Hotel on December 12, 2015 in Beverly Hills, California. (Photo by Michael Kovac/Getty Images)2015 Michael Kovac

Veteran civil rights leader Dolores Huerta, an avid supporter of presidential candidate Hillary Clinton, is accusing Bernie Sanders campaign staffers of preventing her from providing Spanish-language translation to voters who needed it at a Las Vegas caucus location during Saturdays Democratic primary.

Huerta, who co-founded the National Farmworkers Association with late Cesar Chavez in the 1960s, told Univision reporter Fernando Peinado: I dont feel that Sanders people respect our community. They stopped the people from having translation [services] in something as important as these caucuses that are taking place. They are showing that they dont respect us.

According to several reports, Huerta offered to help serve as an interpreter at the Harrahs Las Vegas Hotel and Casino caucus site because many caucus-goers were workers who spoke only Spanish.

However, when she got on stage, where the voting was taking place, many in the crowd started yelling No, no, no! She told Huffington Post that they were Sanders supporters and were also shouting English only.

That is completely against the spirit of everything that were working for, Huerta said. ""To deprive these voters at this crucial time of having a translation of what was going on  this is something they need in order to know what's taking place.""

She told ThinkProgress that a Sanders supporter went up on stage as well and she suggested we both translate. However, the moderator decided no translation would be used.

A video of the event - starting around the 54-min mark - shows the moderator asking if anyone speaks Spanish. When Huerta gets on stage, its difficult to make out the crowd is yelling -- yet No, No! is clearly heard.

The moderator asks the audience to stop shouting and says that other Spanish speakers in the crowd can point out if Huerta says anything that pro-Clinton. Eventually he decided were going forward in English only.

The room was divided with the Hillary people on one side and the Bernie people on the other, Huerta told ThinkProgress. It was really unfortunate, because there were many Spanish-speaking voters, the casino workers. We wanted to make it more comfortable for them, so they could know what was going on.

The 85-year-old clarified the exchange on Twitter.

I offered to translate & Bernie supporters chanted English only! We fought too long & hard to be silenced Si Se Puede! she tweeted.

I offered to translate & Bernie supporters chanted English only! We fought too long & hard to be silenced Si Se Puede! #ImwithHer #NVcaucus  Dolores Huerta (@DoloresHuerta) February 20, 2016

The exchange went viral on Saturday night after actress America Ferrera, a vocal supporter of Clinton, also took to Twitter to speak out about the incident.

Harrah's casino site- Bernie supporters chant ""English-only"" to stop civil rights leader @DoloresHuerta from providing Spanish translation, she wrote.

Harrah's casino site- Bernie supporters chant ""English-only"" to stop civil rights leader @DoloresHuerta from providing Spanish translation.  America Ferrera (@AmericaFerrera) February 20, 2016

Symone Sanders, the campaign secretary for the Sanders campaign, told CNN that the senators campaign was about bringing people together.

""As the senator has said, this campaign is about bringing people together not dividing them,"" she said. ""We expect our supporters to be respectful of all people and don't condone anything otherwise.""

Actress Susan Sarandon, who is a Sanders support, disputed the accounts that a Sanders supporter yelled the English only remark.

@AmericaFerrera I was there. Nobody frm Bernie's side said English only. Moderator did when no neutral translator was found@DoloresHuerta, she wrote.

.@AmericaFerrera I was there. Nobody frm Bernie's side said English only. Moderator did when no neutral translator was found@DoloresHuerta  Susan Sarandon (@SusanSarandon) February 21, 2016

This is not the first time Huerta has spoken out against Sanders. In an interview with Fox News Latino this week, Huerta said she was supporting Clinton because Sanders has not been progressive enough when it comes to immigration.

Bernie Sanders really hurt us on immigration reform, Huerta told FNL. In 2007 we had a great opportunity to get immigration reform passed. Sen. John McCain was at the table, Sen. Ted Kennedy was pushing that immigration reform bill and we could have gotten that bill out of the Senate and into the House and passed immigration reform.

Bernie Sanders came out against it, she said. He didnt call me. He didnt call all of us who have been working on immigration reform for the last 40 years. I dont know who he listened to, but that showed me he wasnt really paying attention.

Like us on Facebook

Follow us on Twitter & Instagram","[]"
"387","foxnews","2016-02-19 00:00:00","Libya disaster: Have Western leaders learned anything?","['Pete Hoekstra']","That the U.S. has launched airstrikes against ISIS in Libya should demonstrate once and for all the total disaster of the NATO-led adventure to overthrow Muammar al-Qaddafi in 2011.

Libya devolved into a failed state when NATO assisted Qaddafis radical jihadist opponents in killing him and then promptly abandoned the country. Left in the wake were two rival governments competing for power, which created space for Islamists to turn Libya into a cesspool of extremism.

Former Secretary of State Hillary Clinton continues to call the debacle American smart power at its best. Other presidential candidates still argue that it was the right thing to do.

How will the West ever learn anything if it cant identify its most obvious failures?

Libya has no central functioning government that can provide security for its citizens. ISIS fights to expand its caliphate along the Mediterranean to points as close as 200 miles from Europes vulnerable southern border. It controls Qaddafis hometown of Sirte. It has imposed Shariah law in the areas under its control. It exploits Libya as a base to export weapons, jihadists and ideology to Europe, other African countries and the Middle East.

Benghazi and Derna, which have long been hotbeds of radicalism, provided more fighters per capita to Afghanistan and Iraq than nearly any other area in the world. The difference between then and now is that Qaddafi kept the lid on the garbage can long before 2002-2003, when he became a reliable U.S. ally against radical Islam. He changed his behavior, gave up his nuclear weapons program, paid reparations to the victims of his atrocities and provided invaluable intelligence that disrupted numerous Islamist terror plots.

It represented a massive foreign policy success, and the U.S. thanked him by facilitating his murder.

Similarly, the West embraced former Egyptian President Hosni Mubarak in his struggles against Islamist forces, and then it threw him under the bus. Both Qaddafi and Mubarak did everything asked of them, but they ended up dead or in jail.

Any leader would really need to ask why he should trust NATO or the West. Is there any question why Syrian dictator Bashar al-Assad does not negotiate an end to his countrys civil war and clings to Iran and Russia to keep him in power?

Iran cheated on its nuclear program for years. As a result, the U.S. gifted it with more than $100 billion  including $1.7 billion in U.S. taxpayer dollars  and it hasnt changed its behavior in the slightest. In addition to its military ambitions, Iran will most assuredly spend the money on supporting Assad and its terrorist proxies throughout the Middle East, Africa and, yes, Europe.

Im amazed by some of the statements now coming from the coalition. The French defense minister is concerned about ISIS fighters blending in with refugees crossing the Mediterranean. Talk about restating the obvious. The British want troops to identify friendly militias in order to avoid targeting them in future airstrikes. Has something changed where we have improved the vetting of moderate militia groups?

NATO failed miserably in Libya and in Syria the first time around. Whats different now?

The only official who seems to make any sense is U.S. Secretary of Defense Ash Carter, who said recently, The Libyans dont welcome outsiders intruding on their territory. He was referring to ISIS, but he might as well have been talking about the West. Libyans have not forgotten that NATO all but vanished once Qaddafi was killed.

Western foreign policy is in disarray. The scariest part is that supposed leaders dont even know it, and therefore they cant admit to previous mistakes. Allies that brought stability to the region are gone. Former and current antagonists benefited from Western incompetence.

Who would have predicted six years ago that those rulers battling Islamist terror would be deposed and that those committing it would become the Wests new friends?

NATO snatched defeat from the jaws of victory in Libya. Refugees flood Europe. Terrorist attacks continue to spread geographically and in lethality. The Syrian civil war rages on. Iran lavishes its newfound wealth on its nuclear program and campaign of global terror.

Is it any wonder that citizens in Western countries are frustrated and angry with those in positions of authority?

Republican Pete Hoekstra is the Shillman senior fellow at the Investigative Project on Terrorism and the former chairman (R-Michigan) of the U.S. House Intelligence Committee. He is the author of ""Architects of Disaster: The Destruction of Libya"" (The Calamo Press, October 2, 2015).","[]"
"388","foxnews","2016-02-21 00:00:00","How strong is DeAndre Jordan? Go ahead and ask the rim he broke","[]","Los Angeles Clippers center DeAndre Jordan is arguably the best big-man dunker in NBA history. Every night he soars through the sky to smash one of Chris Paul's perfectly tossed lobs through the rim.

But during Saturday night's three-point loss against the Golden State Warriors, something odd happened when Jordan tried another one of his ferocious throw downs: The rim broke:

DeAndre Jordan broke the rim. https://t.co/LpkcdKcwj2  Bleacher Report (@BleacherReport) February 21, 2016

This was remarkable, and led to Stephen Curry getting fouled on a three-pointer at the other end because Paul was more worried about stopping the game and getting the rim fixed than guarding his man:

Only Chris Paul would tell the refs to stop the game because of the rim getting dislodged rather than play D.  Shervon Fakhimi (@ShervonFakhimi) February 21, 2016

Chris Paul tried to stop a Warriors possession by grabbing a ref and telling him the opposite rim was stuck.  Andy Bailey (@AndrewDBailey) February 21, 2016

Jordan has 160 dunks this season, which leads the NBA and is 40 more than Anthony Davis, who sits in second place. It's a humongous part of his game, and precisely why he currently leads the league in field goal percentage -- for the fourth year in a row. This wasn't as impressive as Shaquille O'Neal bringing down the entire backboard...

...but it remains a perfect example of Jordan's pure strength. He's really good.","[]"
"389","foxnews","","Florida Georgia Line to perform before Daytona 500","[]","","[]"
"390","foxnews","2015-09-25 00:00:00","Life's a beach at the world's first sandcastle hotels","[]","2016 FOX News Network, LLC. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. All market data delayed 20 minutes. Privacy - Terms - FAQ","[]"
"391","foxnews","","FOX NEWS CHANNEL TO LIVE STREAM THE REPUBLICAN PRESIDENTIAL PRIMARY DEBATES ON THURSDAY, JANUARY 28th","[]","","[]"
"392","foxnews","","Is my baby teething?","[]","","[]"
"393","foxnews","2016-02-20 00:00:00","North Korea conducts artillery drill near sea border, South officials say","[]","North Korea conducted an artillery drill near the sea border with South Korea, startling South Koreans and making them prepare for a possible evacuation, officials said Saturday.

Later, North Koreans official Korean Central News Agency hurled insults at South Korean President Park Geun-hye, calling her a tailless, old, insane bitch as it denounced her hardline response to the Norths recent long-range rocket launch and nuclear test.

South Korea shut down a factory park in North Korea that had been jointly run by the rivals. Seaoul also has started preparatory talks with the U.S. on deploying an advanced missile defense system in South Korea in attempts to tighten the screws on Pyongyang.

South Korean soldiers near the northwest island of Baengnyeong heard several explosions and also saw flashes from what the military believes were shells fired from North Korean coastal guns early Saturday morning, an unnamed South Korea Defense Ministry official told the Associated Press.

According to Reuters, Baengnyeong is a few miles from the disputed Northern Limit Line border and less than 12 miles from the North Korean shore.

Meanwhile, Seoul's Defense Ministry said Saturday that the military completed its search operations for debris from the North Korean long-range rocket that was launched into orbit Feb. 7.

The military said it was unlikely that there were any more crucial parts left to be found in South Korean seas. The ministry said that the navy recovered two pieces of debris presumed to be from the launch at an island off the country's western coast on Thursday and Friday.

South Korean officials believe the North deliberately blew up the rocket's first stage after burnout to prevent South Korea from retrieving debris.

North Korea said it launched an Earth observation satellite, but South Korea, the U.S. and the U.N. said it violated a ban on Pyongyang's missile technology.

The Associated Press contributed to this report.","[]"
"394","foxnews","2016-02-16 00:00:00","Biotechnology may help control Zika in Brazil","[]","Biotechnology has contributed to increasing farm productivity in Brazil and may now provide tools to control diseases, such as Zika, Brazilian researcher Pedro Machado said during a forum in the Italian capital.

Machado, who works for the state-run Brazilian Agricultural Research Company, said technology was being used to reduce the risk of contracting certain diseases.

As an example, he cited work on a bacteria present in soil that kills the larva of the Aedes aegypti mosquito, a vector for dengue, Zika and chikungunya.

Officials are mobilizing to destroy mosquito-breeding spots in Brazil, one of the Latin American nations most affected by the spread of Zika, a virus suspected of being associated with a sharp increase in cases of babies born with abnormally small skulls, a condition known as microcephaly.

Biotechnology can achieve progress in agriculture and also in chemistry, industry and medicine, Machado said.

In the field of health, Machado noted transgenic soy plants that produce cyanovirin N, a protein being studied for the treatment of AIDS.

Brazilian farms' productivity increased from 1.4 tons per hectare (2.46 acres) in 1974 to 4.5 tons in 2014, helping make the country one of the world's leading agricultural exporters, Machado said. EFE","[]"
"395","foxnews","","Technology Photos","[]","2016 FOX News Network, LLC. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. All market data delayed 20 minutes. Privacy - Terms - FAQ","[]"
"396","foxnews","","What happens during carpal tunnel release surgery?","[]","","[]"
"397","foxnews","2016-02-17 00:00:00","Bullet Points: Guns and the Supreme Court","['Fox News Radio', 'Thomas Byrne', 'Alan Colmes']","In this latest Bullet Points podcast  a Dallas Police Officer sprung into action when a gunman opened fire at a local Wal-Mart, the officer says she was just doing her job; the NYPD investigating an incident that unfolded during one local reporters live shot involving a man with a gun; and the world loses Supreme Court Justice Antonin Scalia, leaving the High Court split down the middle politically, and leaving gun rights advocates wondering what lies ahead for the Second Amendment.

Join FOX News Radios Jessica Curtis for Bullet Points  a look at all the latest news and views for Americas shooting community:

[audio:http://www.podtrac.com/pts/redirect.mp3/ak.podcast.foxnewsradio.com/news/bulletpoints/BULLETPOINTS_02-15-2016-ad.mp3]

Follow Jessica on Twitter: @JessicaAtFoxRad #FOXBulletPoints

Click HERE for more Bullet Points","[]"
"398","foxnews","","New Camaro more than meets the eye?","[]","","[]"
"399","foxnews","","Trump: It's amazing that I did so well in SC","[]","","[]"
"400","foxnews","2016-02-20 00:00:00","Colmes Quarters","['Fox News Radio', 'Alan Colmes']","Jeb Bush said, The people of Iowa, New Hampshire and South Carolina have spoken, so tonight I am suspending my campaign.","[]"
"401","foxnews","2016-02-21 00:00:00","10 questions to ask the hospital before giving birth","['Julie Revelant']","Between taking childbirth classes, choosing a name and preparing the nursery, theres so much to do before your babys arrival. But along with choosing a provider and creating your birth plan, taking a tour of the hospital is one of the most important things you can do to ensure you and your baby will be healthy and safe.

Knowing the right questions to ask and what to look for can ensure that the hospital you choose is the best fit for you and your baby. Here are 10 to start with.

1. What level NICU do you have?

Each hospitals neonatal intensive care unit (NICU) has designated levels of care, which are set forth by the American Academy of Pediatrics. If you have a high-risk pregnancy, its important that you deliver at a level III (subspecialty) NICU.

If you already know that your baby will require special services or will need surgery a few days after being born, for example, its a given that youll be at a hospital that has the appropriate medical team and services in place.

Even if your pregnancy is healthy however, you should make sure that if the hospital you plan to deliver in is a level I or level II NICU, they can still transfer your baby to a higher level NICU if necessary.

2. What amenities are available?

Its important to know what the hospital provides to help you manage labor. For example, youll want to know if they provide squatting bars and birthing balls or if youll need to bring your own.

You might also want to ask if you can bring in your own music or aromatherapy. Some hospitals also offer bathtubs for pain relief while others may only allow you to stand in the shower.

If youre planning to have a water birth, ask if birthing tubs are available, if you can arrange for one to be brought in or if you will need to give birth in a birthing center instead.

3. What type of fetal monitoring is available?

Once youre admitted into the hospital, your baby will be monitored for about 20 to 30 minutes. As long as youre OK, your baby doesnt show signs of distress, and you havent received any medication, you can walk around and have intermittent fetal monitoring until you deliver, said Michele Mayer, a certified nurse midwife at Huntington Hospital in Huntington, N.Y. Your hospital may also offer portable fetal monitors, so be sure to ask.

4. Do you have doulas?

Studies show women who have doulas during pregnancy, labor and delivery are less likely to have interventions and cesarean sections. Plus, moms are more satisfied with their birthing experiences. Some hospitals offer doulas on staff while at others, you will need to hire an independent doula.

Although some hospitals will provide doulas if you decide to have one after youre admitted into the hospital, its a good idea to choose a doula beforehand so you can make sure you feel supported by her.

Its a relationship thats established during pregnancy, its not a last-minute decision, said Dr. Sherry Ross, an OB-GYN and womens health expert at Providence Saint Johns Health Center in Santa Monica, Calif.

5. Can I eat?

If youre admitted into the hospital during early labor, your provider may allow you to eat something small. In fact, research presented at the American Society for Anesthesiologists last fall suggests that eating a light meal during labor is a good idea.

Once youre in active labor however, chances are you may not feel much like eating and you may even be nauseated.

Once youve received medication or an epidural you wont be allowed to eat, since theres a small chance you could aspirate food or liquid into your lungs if you have a cesarean section and need to be intubated, Ross said.

6. What are my pain relief options?

Its important to ask the hospital what your pain relief options are, including an epidural, analgesic medications, nitrous oxide, hydrotherapy or acupuncture, if there are any restrictions and if they will always be accessible.

7. Who can attend the birth?

If you wish to have more than one person in the delivery room, be sure to ask the hospital how many people are allowed to attend. Depending on the size of the room and the unique circumstances of your delivery, it may end up being a collaborative decision made between you, your partner and the doctors and nurses, Ross said.

8. Can we videotape the birth?

For legal reasons, its unlikely that the hospital will allow you to videotape. But once the baby is born, video, photos and FaceTime are probably OK.

9. Whats your security procedure?

After your baby is born, a security bracelet will be placed on your newborns ankle to protect him, but ask about other security measures the hospital takes as well.

10. Do you offer lactation consultants?

Breast-feeding may be natural, but it isnt always easy. In fact, more than 10 percent of women worry about learning how to breast-feed, according to a survey by Lansinoh.

One of the keys to success is to have support from the very beginning. So its a good idea to ask if youll have access to a lactation consultant on staff or if you should get a referral from an independent lactation consultant to come in.

Although your labor and delivery may not go exactly as you planned, knowledge is always power. Do your homework, keep an open mind and be flexible all things that will also serve you well when you become a mom!

Julie Revelant is a health journalist and a consultant who provides content marketing and copywriting services for the healthcare industry. She's also a mom of two. Learn more about Julie at revelantwriting.com.","[]"
"402","foxnews","","'Risen' takes aim at 'Deadpool'","[]","","[]"
"403","foxnews","2016-02-19 00:00:00","AFMW: Country Musics Lindsay Ell","['Fox News Radio', 'Thomas Byrne', 'Alan Colmes']","FOX News Radios Jessica Curtis spends A Few Moments With... Country Artist Lindsay Ell.

Lindsay Ell was raised on music, and this guitar shredding female has been billed Country Musics Next Big Thing, and an Artist to Watch in 2016. Shes currently touring with Jennifer Nettles and Brandy Clark on the CMT Next Women of Country Tour. Lindsay says that she loves being a part of the movement of such talented female performers. She says that the experience has been incredible, and its been amazing thus far sharing the stage with such a wealth of talent.

Listen to the interview HERE:

[audio:http://www.podtrac.com/pts/redirect.mp3/ak.cuts.foxnewsradio.com/7/20160219/02127_20160219.mp3]

Want to know more about Lindsay? Check out her website http://www.lindsayell.com/","[]"
"404","foxnews","2016-02-21 00:00:00","Musings Of An Average Joe: Make No Mistake, Obamas Snubbing Of Scalia Was Very Personal","[]","By Joe Bilello - Fox News

The president who continues to claim that his mission is to help bridge partisan divide has once again gone out of his way to create more partisan divide.

President Obama's refusal to attend the funeral services of Justice Antonin Scalia has led to much speculation about his motives. White House Press Secretary Josh Earnest claimed that Mr. Obama is concerned about the level of security required for a presidential visit. With the vice president, Supreme Court justices and other high profile people already attending, it can be safely assumed that the security footprint will be fairly large regardless of whether the president attends or not. According to Earnest, some people actually want to use the funeral of the Supreme Court justice as some sort of political cudgel. All of a sudden, President Obama is concerned about politicizing an event? Hasnt his decision to not attend actually caused the controversy? So, what is the real reason why President Obama decided not to attend? It is somewhat political and extremely personal. At least, ideologically personal.



Supreme Court Justices are not often viewed as political foes, but Antonin Scalia was essentially Barack Obamas ideological nemesis -- an honorable man with absolute respect for the Constitution and the law of the land versus a lawless man with virtually no regard, if not complete disdain for, the Constitution. Barack Obama, it has to be assumed, simply does not want to honor a man that he considers a political and ideological enemy of left-wing progressivism. Especially a man who had the courage and integrity to stand up to those who sought to undermine the Constitution. Antonin Scalia was a threat to Barack Obama and the American left.



Have you ever wondered how a man in his mid-40s doesnt know that he cant throw a baseball and would embarrass himself in front of millions of people? Its because everyone around him tells him that he reminds them of Nolan Ryan. People dont develop narcissistic personalities unless they are constantly given what they want and told how great they are. President Obama is not used to being defied. He is not used to losing.

And even those who criticize him in public ultimately cave to his demands. Despite constant claims of obstructionism, the GOP-led Congress has basically given the president everything he has asked for. Even Chief Justice John Roberts wanted to score some points with President Obama and the left with his ObamaCare decision. Obama knows he can break Republican Congressional leaders. He now knows he can break John Roberts. But he knew he could never break Antonin Scalia.



As a lame duck, President Obama does not have much political motivation behind a decision like this. As he prepares to nominate someone to fill the vacancy in the court, we can assume that his choice will not be in the mold of Antonin Scalia. Perhaps he doesn't want to be seen celebrating the life and singing the praises of a man just before appointing the man's polar opposite as his replacement.



The truth is that Obama's decision is not political in the sense that he needs to worry about running for office again. But it is political in terms of how he envisions his legacy. And while ones legacy is important to most presidents, it is an obsession for Barack Obama.



Barack Obama is not seeking the approval of those who will view his legacy as an utter and complete failure anyway. He is seeking the approval of those who will ultimately define his legacy. Those with an equal level of scorn for Justice Scalia. The college professors who will re-write history and indoctrinate a new generation of radical progressive thinkers. Snubbing the memory of Antonin Scalia would be seen as a badge of honor by anyone who would consider Obama's legacy to be a successful one.



President Obama is often misunderstood by his critics. His abysmal record has led many to believe he is incompetent. As Marco Rubio correctly pointed out, nothing could be further from the truth. He knows exactly what he is doing. His countless hours on the golf course have led some to believe he is disinterested, carefree, perhaps even lazy. This is also a dangerous misconception. Indifference is not a personality trait of Obama. He is calculating, passionate and committed to his radical agenda. President Obama sought to fundamentally transform America and he has been quite successful thus far. With a lack of meaningful opposition in Congress, there are very few people standing in his way. There are very few people with the courage and conviction to actually defend the Constitution and push back against the president and his progressive vision. One of those people was Antonin Scalia.



Rest in peace, Justice Antonin Scalia","[]"
"405","foxnews","2016-02-16 00:00:00","Justice Scalia's Oldest Son, Eugene, Speaks About His Father's Passing on 'Kelly File'","[]","Fox Nation:

Justice Antonin Scalia's oldest son, Eugene, spoke to Megyn Kelly Tuesday night about his father's passing.

""We certainly in our family...remember his humor, his warmth, his character,"" Eugene said.

""To have so many people saying so many wonderful things [about Justice Scalia] is such a blessing.""

Watch the interview above and sound off below!","[]"
"406","foxnews","2016-02-21 00:00:00","Phil Jackson refused to deal Knicks' 2018 pick at trade deadline","[]","It's true that the Knicks are one of the East's worst teams, but they have a proven All-Star in Carmelo Anthony and an exciting rookie in Kristaps Porzingis that can be used as building blocks to perhaps more quickly turn things around.

Phil Jackson may have had the opportunity to add real talent at the trade deadline, but the most appealing asset he had was the one (via ESPN's Ian Begley) that he refused to give up.

Jackson's firm rule at the trade deadline, per league sources, was that the Knicks hold on to their 2018 first-round pick.



It's unclear how frequently the Knicks were asked for the pick in the days leading up to the trade deadline, but what is clear is that it was off limits, according to league sources familiar with the club's thinking.



""Phil said that they weren't dealing it,"" was how one source put it.

Right about now is the time for Knicks fans to go ahead and rejoice.

New York reportedly looked at players like Jeff Teague and Ricky Rubio as potential trade targets, though it's unclear if that pick and a combination of lesser players would have been enough to pry either of those guys loose. But keeping the pick shows a change in the organizational philosophy, one that has a consistent track record of foolishly giving away picks as part of questionable deals in the past.

The reason that draft picks are so important in building a successful team is because they can translate into talented, productive players who are on inexpensive rookie scale contracts. If a team is smart in selecting the right players, this can be a huge advantage in that it leaves plenty of money under the salary cap to add more proven talent in free agency.

As we've seen in recent years, the combination of cap space and a large market is no longer desirable for star free agents all by itself. If a legitimate star is going to change teams, he wants to know that contending for a title is at least a possibility in his new situation. That's why it's so important to begin to build a real foundation, and it seems as though the man in charge in New York has finally convinced ownership to realize it.","[]"
"407","foxnews","2016-02-21 00:00:00","'Provisional agreement' reached on Syria ceasefire, Kerry says","[]","Secretary of State John Kerry said Sunday that a ""provisional agreement"" has been reached on a cease-fire that could begin in the next few days in Syria's five-year civil war.

Kerry said he spoke in the morning with Russian Foreign Minister Sergey Lavrov to discuss terms of a ceasefire and the two now must reach out to the parties in the conflict.

""There is a stark choice for everybody here,"" Kerry said.

He declined to go into the details of the agreement because all parties need to be fully consulted. Kerry said he hoped President Barack Obama and Russian President Vladimir Putin would talk soon and that after that, implementation could begin.

The Russian Foreign Ministry said Lavrov and Kerry spoke on the phone Sunday for a second day in a row and discussed ""the modality and conditions"" for a cease-fire in Syria that would exclude groups that the U.N. Security Council considers terrorist organizations.

He said Russia has to talk with Iran and the Syrian government and the U.S. has to talk with the opposition and members of the International Syria Support Group.

""What we are trying to achieve is a process with precision and commitment, and if we get that, that's the best opportunity for the people of Syria to see the violence reduced.""

""Will every single party agree automatically, not necessarily,"" he said.

""The opposition is tough. The opposition is not about to stop. And the opposition has made clear their determination to continue to fight back,"" he said.

He said enforcement issues still need to be resolved in addition to how any breeches will be addressed.

""These are details that have to be determined if it going to be effective,"" Kerry said.","[]"
